PREGUNTA,RESPUESTA_A,RESPUESTA_B,RESPUESTA_C,RESPUESTA_D,RESPUESTA_CORRECTA,BLOQUE,AUTOR,PROMOCION,ANNO_CREACION,OBSERVACIONES,NUMERO_TEST,NUMERO_PREGUNTA,ID,TEMAS,REVISADA,ESTADO,REVISOR,SENTENCIA,,EXAMEN,ESTADO,,
Respecto a los órganos administrativos (señala la incorrecta):,"corresponde a cada Administración Pública delimitar, en su respectivo ámbito competencial, las unidades administrativas que configuran los órganos administrativos propios de las especialidades derivadas de su organización",en ningún caso podrán crearse nuevos órganos que supongan duplicación de otros ya existentes,la creación de un nuevo órgano sólo tendrá lugar previa comprobación de que no existe otro en la misma Administración Pública que desarrolle igual función sobre el mismo territorio y población,todas son correctas,B,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,revisada,ABM,,,,,,
"La creación de cualquier órgano administrativo exigirá, al menos, el cumplimiento de (señala la incorrecta):",denominación y establecimiento de sus recursos humanos necesarios,determinación de su forma de integración en la Administración Pública de que se trate y su dependencia jerárquica,delimitación de sus funciones y competencias,dotación de los créditos necesarios para su puesta en marcha y funcionamiento,A,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,revisada,ABM,,,,,,
Los órganos administrativos podrán dirigir las actividades de sus órganos jerárquicamente dependientes mediante:,circulares,reglamentos internos,instrucciones y órdenes de servicio,disposiciones de carácter general,C,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,revisada,ABM,,,,,,
"Las instrucciones y órdenes de servicio se publicarán en el boletín oficial que corresponda, sin perjuicio de su difusión de acuerdo con lo previsto en la Ley 19/2013, de 9 de diciembre, de transparencia, acceso a la información pública y buen gobierno cuando:",una disposición específica así lo establezca,se estime conveniente por razón de los destinatarios,se estime conveniente por razón de los efectos que puedan producirse,todas son correctas,D,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,revisada,ABM,,,,,,
"Sin perjuicio de la responsabilidad disciplinaria en que se pueda incurrir, el incumplimiento por parte de los organos jerarquicamente dependientes de las instrucciones u órdenes de servicio de los organos administrativos de acuerdo a la ley 40/2015:",no afecta por sí solo a la validez de los actos dictados por los órganos administrativos,supone la invalidez de los actos dictados por los órganos administrativos,supone la nulidad de los actos dictados por los órganos administrativos,supone la anulabilidad de los actos dictados por los órganos administrativos,A,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Modificada,ABM,,"La he modificado para que el opositor se ubique un poco más, pregunta original: ""Sin perjuicio de la responsabilidad disciplinaria en que se pueda incurrir, el incumplimientode las instrucciones u órdenes de servicio""",,,,
La Administración consultiva podrá articularse:,mediante órganos específicos dotados de autonomía orgánica y funcional con respecto a la Administración activa,a través de los servicios de la Administración activa que prestan asistencia jurídica,a y b son correctas,a y b son incorrectas,C,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,revisada,ABM,,,,,,
"La Administración General del Estado actúa y se organiza de acuerdo con los principios establecidos en el artículo 3 de la ley 40/2015, así como los de:",desconcentración funcional y descentralización funcional y territorial,descentralización territorial y desconcentración funcional y territorial,descentralización funcional y desconcentración funcional y territorial,desconcentración territorial y descentralización funcional y territorial,C,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Modificada,ABM,,"He modificado la pregunta para que la identifique mas rapidamente el opositor añadiendo ""de la ley 40/2015"". Texto original: La Administración General del Estado actúa y se organiza de acuerdo con los principios establecidos en el artículo 3, así como los de:",,,,
"Las competencias en materia de organización administrativa, régimen de personal, procedimientos e inspección de servicios, no atribuidas específicamente conforme a una Ley a ningún otro órgano de la Administración General del Estado, ni al Gobierno, corresponderán segun la ley 40/2015 a:",el Ministerio de Hacienda y Administraciones Públicas,el Consejo de Estado,el Congreso,las Cortes Generales,A,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Modificada,ABM,,"Texto original ""Las competencias en materia de organización administrativa, régimen de personal, procedimientos e inspección de servicios, no atribuidas específicamente conforme a una Ley a ningún otro órgano de la Administración General del Estado, ni al Gobierno, corresponderán a"", he añadido ""segun la ley 40/2015""",,,,
"El articulo 55 de la ley 40/2015 señala que salvo las excepciones previstas por esta ley, la organización de la Administración General del Estado responde a los principios de:",división funcional en Departamentos ministeriales y de gestión territorial integrada en Delegaciones del Gobierno en las Comunidades Autónomas,gestión territorial integrada en Departamentos ministeriales y de división funcional en Delegaciones del Gobierno en las Comunidades Autónomas,división funcional en Delegaciones del Gobierno y de gestión territorial integrada en Departamentos ministeriales en las Comunidades Autónomas,gestión territorial integrada en Delegaciones del Gobierno y de división funcional en Departamentos ministeriales en las Comunidades Autónomas,A,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Modificada,ABM,,"Texto origina de la preguntal: ""Salvo las excepciones previstas por esta ley, la organización de la Administración General del Estado responde a los principios de"". He modificado por esta ley -> por el articulo 55 de la ley 40/2015",,,,
La Administración General del Estado comprende (señala la incorrecta):,"la organización central, que integra los Ministerios y los servicios comunes",la Organización Territorial,la Organización sectorial,la Administración General del Estado en el exterior,C,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,revisada,ABM,,,,,,
En la organización central son órganos superiores:,los Subsecretarios y los Secretarios generales,los Ministros y los Secretarios generales técnicos,los Secretarios de Estado y los Directores generales,los Ministros y los Secretarios de Estado,D,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,revisada,ABM,,,,,,
En la organización central no son órganos directivos:,los Subsecretarios y Secretarios generales,los Secretarios generales técnicos y Directores generales,los Secretarios de Estado,los Subdirectores generales,C,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,revisada,ABM,,,,,,
En la organización territorial de la Administración General del Estado son órganos directivos:,los Delegados del Gobierno en las Comunidades Autónomas,los Subdelegados del Gobierno en las provincias,los Subdelegados del Gobierno en las entidades locales,a y b son correctas,D,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,revisada,ABM,,,,,,
En la organización territorial de la Administración General del Estado los Delegados del Gobierno en las Comunidades Autónomas tendrán rango de:,Subsecretario,Subdirector general,Secretario de Estado,ninguna es correcta,A,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,revisada,ABM,,,,,,
En la organización territorial de la Administración General del Estado los Subdelegados del Gobierno en las provincias los cuales tendrán nivel de:,Subsecretario,Subdirector general,Secretario de Estado,ninguna es correcta,B,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,revisada,ABM,,,,,,
En la Administración General del Estado en el exterior son órganos directivos:,los Ministros y los Secretarios de Estado,los Subsecretarios y Secretarios generales,los embajadores y representantes permanentes ante Organizaciones internacionales,los Directores generales,C,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,revisada,ABM,,,,,,
"De acuerdo al articulo 55 de la ley 40/2015, tienen la condición de alto cargo los siguientes organos de la organizacion central de la Administracion general del Estado:",los órganos superiores,los órganos superiores y directivos,"los órganos superiores y directivos, excepto los Subdirectores generales y asimilados","los órganos superiores y directivos, excepto los Secretarios generales y asimilados",C,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Modificada,ABM,,"Texto original de la pregunta: ""tienen la condicion de alto cargo:""",,,,
Todos los órganos de la Administración General del Estado que no sean órgano superior o directivo se encuentran bajo la dependencia o dirección de:,un órgano superior,un órgano directivo,un órgano superior o directivo,ninguna es correcta,C,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,revisada,ABM,,,,,,
"De acuerdo a la ley 40/2015, los estatutos de los Organismos públicos son determinados por sus respectivos:",órganos superiores,órganos directivos,órganos superiores y directivos,ninguna es correcta,D,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Modificada,ABM,,"Texto original de la pregunta :Los estatutos de los Organismos públicos determinarán sus respectivos:""",,CORREGIDA,,
Señale la respuesta correcta en relacion a la Ley 40/2015:,corresponde a los órganos superiores de la organizacion central establecer los planes de actuación de la organización situada bajo su responsabilidad y a los órganos directivos su desarrollo y ejecución,corresponde a los organos superiores de la organizacion central establecer los planes de actuación de la organización situada bajo su responsabilidad y su desarrollo y ejecución a los órganos superiores,corresponde establecer los planes de actuación de la organización situada bajo su responsabilidad y su desarrollo y ejecución a los órganos directivos,corresponde a los órganos directivos establecer los planes de actuación de la organización situada bajo su responsabilidad y a los órganos superiores su desarrollo y ejecución,A,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Modificada,ABM,,"Texto original de la pregunta:""Señale la respuesta correcta""",,,,
"Sin perjuicio de lo previsto en la Ley 3/2015, de 30 de marzo, reguladora del ejercicio del alto cargo de la Administración General del Estado, los titulares de los órganos superiores y directivos son nombrados, atendiendo a criterios de competencia profesional y experiencia, en la forma establecida en la ley 40/2015, siendo de aplicación al desempeño de sus funciones:","la responsabilidad profesional, personal y directa por la gestión desarrollada","la sujeción al control y evaluación de la gestión por el órgano superior o directivo competente, sin perjuicio del control establecido por la Ley General Presupuestaria",a y b son correctas,a y b son incorrectas,C,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Modificada,ABM,,"texto original de la pregunta: ""Sin perjuicio de lo previsto en la Ley 3/2015, de 30 de marzo, reguladora del ejercicio del alto cargo de la Administración General del Estado, los titulares de los órganos superiores y directivos son nombrados, atendiendo a criterios de competencia profesional y experiencia, en la forma establecida en  Ley, siendo de aplicación al desempeño de sus funciones:""",,,,
Segun la ley 40/2015 los elementos organizativos básicos de las estructuras orgánicas son:,los órganos administrativos,las entidades dependientes,las unidades administrativas,los servicios comunes,C,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,"texto orginal de la pregunta "" los elementos organizativos básicos de las estructuras orgánicas son""",,,,
"De acuerdo al articulo 56 de la ley 40/2015, las unidades administrativas comprenden puestos de trabajo o dotaciones de plantilla:",vinculados funcionalmente por razón de sus cometidos y orgánicamente por una jefatura común,vinculados orgánicamente por razón de sus cometidos y funcionalmente por una jefatura común,vinculados funcionalmente por razón de su territorio y orgánicamente por una jefatura común,vinculados orgánicamente por razón de su territorio y funcionalmente por una jefatura común,A,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Modificada,ABM,,"texto orginal de la pregunta "" Las unidades administrativas comprenden puestos de trabajo o dotaciones de plantilla:""",,,,
Respecto a las unidades administrativas del articulo 56 de la Ley 40/2015:,"pueden existir unidades administrativas complejas, que agrupen dos o más unidades mayores",los jefes de las unidades administrativas son responsables del correcto funcionamiento de la unidad y de la adecuada ejecución de las tareas asignadas a la misma,"las unidades administrativas se establecen mediante las relaciones de puestos de trabajo, que se aprobarán de acuerdo con su regulación específica, y no se integran en ningún órgano determinado",ninguna es correcta,B,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Modificada,ABM,,"texto original de la pregunta ""Respecto a las unidades administrativas""",,,,
La Administración General del Estado se organiza:,en Ministerios,en Presidencia del Gobierno y en Ministerios,"en Presidencia del Gobierno, en Ministerios y en Secretarías Generales","en Presidencia del Gobierno, en Ministerios, en Secretarías Generales y en el Servicio Exterior",B,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,,,,,
La organización en Departamentos ministeriales de la Administracion General del Estado no obsta a la existencia de:,"órganos superiores o directivos u Organismos públicos integrados o dependientes, respectivamente, en la estructura general del Ministerio que con carácter general se adscriban directamente al Ministro","órganos superiores o directivos u Organismos públicos integrados o dependientes, respectivamente, en la estructura general del Ministerio que con carácter excepcional se adscriban directamente al Ministro","órganos superiores o directivos u Organismos públicos no integrados o dependientes, respectivamente, en la estructura general del Ministerio que con carácter general se adscriban directamente al Ministro","órganos superiores o directivos u Organismos públicos no integrados o dependientes, respectivamente, en la estructura general del Ministerio que con carácter excepcional se adscriban directamente al Ministro",D,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,,,,,
Los Secretarios generales técnicos:,se encuentran bajo la inmediata dependencia del Subsecretario,tendrán las competencias sobre servicios comunes que les atribuya el Real Decreto de estructura del Departamento,"tendrán las competencias relativas a producción normativa, asistencia jurídica y publicaciones",todas son correctas,D,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,,,,,
Los Secretarios generales técnicos tienen a todos los efectos la categoría de:,Director General,Secretario general,Subdirector general,Subsecretario,A,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,,,,,
"Los nombramientos de los Secretarios generales técnicos habrán de efectuarse entre funcionarios de carrera del Estado, de las Comunidades Autónomas o de las Entidades locales, pertenecientes al:",Subgrupo A1,Subgrupo A2,Subgrupo B,Subgrupo C1,A,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,,,,,
Son los titulares de los órganos directivos encargados de la gestión de una o varias áreas funcionalmente homogéneas del Ministerio:,los Secretarios generales técnicos,los Directores generales,los Secretarios generales,los Subsecretarios,B,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,,,,,
A los Directores generales les corresponde (señala la incorrecta):,"proponer los proyectos de su Dirección general para alcanzar los objetivos establecidos por el Ministro, dirigir su ejecución y controlar su adecuado cumplimiento",solicitar del Ministerio de Hacienda y Administraciones Públicas la afectación o el arrendamiento de los inmuebles necesarios para el cumplimiento de los fines de los servicios a cargo del Departamento,ejercer las competencias atribuidas a la Dirección general y las que le sean desconcentradas o delegadas,impulsar y supervisar las actividades que forman parte de la gestión ordinaria del órgano directivo y velar por el buen funcionamiento de los órganos y unidades dependientes y del personal integrado en los mismos,B,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,,,,,
Los Directores generales serán nombrados y separados por:,"Real Decreto del Consejo de Ministros, a propuesta del titular del Departamento o del Presidente del Gobierno","Ley de las Cortes Generales, a propuesta del titular del Departamento","Ley de las Cortes Generales, a propuesta del titular del Departamento o del Presidente del Gobierno","Real Decreto del Consejo de Ministros, a propuesta del titular del Departamento",A,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,,,,,
Ostentan la representación ordinaria del Ministerio:,los Secretarios de Estado,los Ministros,los Subsecretarios,los Secretarios generales,C,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,,,,,
Los Subdirectores generales:,"son los responsables inmediatos, bajo la supervisión del Secretario general o del titular del órgano del que dependan, de la ejecución de aquellos proyectos, objetivos o actividades que les sean asignados, así como de la gestión ordinaria de los asuntos de la competencia de la Subdirección General","serán nombrados, respetando los principios de igualdad, mérito y capacidad, y cesados por el Ministro, Secretario de Estado o Subsecretario del que dependan","sus nombramientos habrán de efectuarse entre funcionarios de carrera del Estado, o de otras Administraciones, cuando así lo prevean las normas de aplicación, pertenecientes al Subgrupo A2",todas son correctas,B,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,,,,,
Existirá una Delegación del Gobierno en:,la capital del país,cada una de las Comunidades Autónomas,cada una de las provincias,cada una de las embajadas españolas,B,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,,,,,
Las Delegaciones del Gobierno tendrán su sede en:,"la localidad elegida por el Consejo de Gobierno de la Comunidad Autónoma, salvo que el Consejo de Ministros acuerde ubicarla en otra distinta y sin perjuicio de lo que disponga expresamente el Estatuto de Autonomía","la localidad donde radique el Consejo de Gobierno de la Comunidad Autónoma, salvo que el Ministerio de Hacienda y Administraciones Públicas acuerde ubicarla en otra distinta y sin perjuicio de lo que disponga expresamente el Estatuto de Autonomía","la localidad donde radique el Consejo de Gobierno de la Comunidad Autónoma, salvo que el Consejo de Ministros acuerde ubicarla en otra distinta y sin perjuicio de lo que disponga expresamente el Estatuto de Autonomía","la localidad donde elegida por el Consejo de Gobierno de la Comunidad Autónoma, salvo que el Ministerio de Hacienda y Administraciones Públicas acuerde ubicarla en otra distinta y sin perjuicio de lo que disponga expresamente el Estatuto de Autonomía",C,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,,,,,
Las Delegaciones del Gobierno están adscritas orgánicamente a:,el Ministerio de Hacienda y Administraciones Públicas,el Consejo de Gobierno de la Comunidad Autónoma,el Ministerio del Interior,la Administración General del Estado,A,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,,,,,
"Existirá un Subdelegado del Gobierno, que estará bajo la inmediata dependencia del Delegado del Gobierno:",en cada Comunidad Autónoma,en cada una de las provincias de las Comunidades Autónomas pluriprovinciales,en cada una de las provincias de las Comunidades Autónomas uniprovinciales,en cada una de las localidades de las Comunidades Autónomas,B,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,,,,,
"Podrán crearse por Real Decreto Subdelegaciones del Gobierno en las Comunidades Autónomas uniprovinciales, cuando lo justifiquen circunstancias como:",la población del territorio,el volumen de gestión,"sus singularidades geográficas, sociales o económicas",todas son correctas,D,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,,,,,
Se determinarán las islas en las que existirá un Director Insular de la Administración General del Estado:,por Real Decreto,reglamentariamente,mediante Ley,ninguna es correcta,B,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,,,,,
Los Directores Insulares de la Administración General del Estado (señala la incorrecta):,serán nombrados por el Delegado del Gobierno mediante el procedimiento de concurso-oposición,"serán nombrados entre funcionarios de carrera del Estado, de las Comunidades Autónomas o de las Entidades Locales, pertenecientes a Cuerpos o Escalas clasificados como Subgrupo A1","dependen jerárquicamente del Delegado del Gobierno en la Comunidad Autónoma o del Subdelegado del Gobierno en la provincia, cuando este cargo exista","ejercen, en su ámbito territorial, las competencias atribuidas por esta Ley a los Subdelegados del Gobierno en las provincias",A,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,,,,,
"Los servicios territoriales de la Administración General del Estado en la Comunidad Autónoma se organizarán atendiendo al mejor cumplimiento de sus fines, en:",servicios integrados en las Delegaciones del Gobierno,servicios no integrados en las Delegaciones del Gobierno,servicios integrados y no integrados en las Delegaciones del Gobierno,ninguna es correcta,C,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,,,,,
Respecto a los servicios territoriales es correcto:,la organización de los servicios territoriales no integrados en las Delegaciones del Gobierno se establecerá mediante Real Decreto,"los servicios territoriales no integrados dependerán del Delegado del Gobierno, o en su caso Subdelegado del Gobierno, a través de la Secretaría General",los servicios territoriales integrados dependerán del órgano central competente sobre el sector de actividad en el que aquéllos operen,ninguna es correcta,A,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,,,,,
Los Delegados del Gobierno en las Comunidades Autonomas (señala la incorrecta):,representan al Gobierno de la Nación en el territorio de la respectiva Comunidad Autónoma,dirigirán y supervisarán la Administración General del Estado en el territorio de las respectivas Comunidades Autónomas,son órganos directivos con rango de Director general,"serán nombrados y separados por Real Decreto del Consejo de Ministros, a propuesta del Presidente del Gobierno",C,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,,,,,
"En las Comunidades Autónomas, en caso de ausencia, vacante o enfermedad del titular de la Delegación del Gobierno, será suplido por:","el Subdelegado del Gobierno que el Delegado designe y, en su defecto, al de la provincia en que tenga su sede","el Subdelegado del Gobierno de la provincia en que tenga su sede y, en su defecto, al que el Delegado designe",el Subdirector General que el Delegado designe,el Secretario de Estado,A,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,,,,,
"En las Comunidades Autónomas uniprovinciales en las que no exista Subdelegado, la suplencia del Delegado del Gobierno corresponderá a:",el Secretario General,el Subdirector General,el Secretario de Estado,ninguna es correcta,A,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Modificada,ABM,,"Texto preguna original ""En las Comunidades Autónomas uniprovinciales en las que no exista Subdelegado, la suplencia corresponderá a:""",,,,
"¿Cuál de los siguientes no sería un motivo de abstención conforme el art. 23 de la Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público?",Ser el personal respecto del que la abstención se plantea sobrino del interesado en el procedimiento,Ser el personal respecto del que la abstención se plantea vecino del interesado en el procedimiento,Ser el personal respecto del que la abstención se plantea cuñado del interesado en el procedimiento,Ser el personal respecto del que la abstención se plantea nieto del interesado en el procedimiento,B,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,Creo que la respuesta correcta seria la B,,CORREGIDA,,
De acuerdo a la ley 40/2015 debe abstenerse de intervenir en el procedimiento el funcionario que tiene relación de servicio con interesado en el asunto o le ha prestado servicios profesionales en los ...,Tres últimos años,Cinco últimos años,Cuatro últimos años,Dos últimos años,D,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,Creo que la respuesta correcta seria la D,,CORREGIDA,,
Segun la ley 40/2015 podrán ordenarle al funcionario que se abstenga de toda intervención en el expediente por causa de abstención...,Los órganos jerárquicamente superiores,Sólo los órganos inmediatamente superiores jerárquicos,Los interesados en el procedimiento,Las alternativas b) y c) son correctas,B,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,Me surgen dudas entre la A y la B,,,,
La actuación de autoridades y personal al servicio de las Administraciones Públicas en los que concurran motivos de abstención ...,"No implicará, necesariamente, y en todo caso, la invalidez de los actos en que hayan intervenido pero dará lugar a la responsabilidad que proceda",Dará lugar a la responsabilidad que proceda pero no implicará en ningún caso la invalidez de los actos en que hayan intervenido,"implicará, necesariamente, y en todo caso, la invalidez de los actos en que hayan intervenido","implicará, necesariamente, y en todo caso, la invalidez de los actos en que hayan intervenido dando lugar a la responsabilidad que proceda",A,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,"Esta pregunta la he entendido de otra forma: La abstencion no implicara, necesariamente y en todo caso la invalidez de los actos. La no abstencion en los casos motivados dara lugar a la responsabilidad que proceda contra el funcionario.
Yo pondria como respuesta correcta: ""no implicara, necesariamente y en todo caso la invalidez de los actos.""",,CORREGIDA,,
La recusación pueden promoverla...,Cualquier órgano,El interesado,El interesado y el superior jerárquico del órgano de que se trate,"El interesado, el superior jerárquico del órgano de que se trate y el propio órgano",B,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,"Art 24.1 la recusacion podra promoverse por los interesados. Confunde un poco el termino ""promover""-> Creo que la respuesta correcta seria la B si ponemos promover. La recusacion la inicia el interesado y el superior del recusado la resuelve.",,CORREGIDA,,
La recusación se plantea...,Antes de iniciado el procedimiento,Una vez iniciado el procedimiento,Cuando el instructor dicta propuesta de resolución,En cualquier momento del procedimiento,D,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,Art 24.1 la recusacion podra promoverse por los interesados en cualquier momento de la tramitacion del procedimiento.,,CORREGIDA,,
La recusación se planteará...,Sólo verbalmente,Sólo por escrito,Verbalmente o por escrito,Verbalmente o por escrito siempre que es exprese la causa o causas en que se funda,B,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,"Art 24.2, la recusacion de planteara por escrito. Creo que seria correcta la opcion B.",,CORREGIDA,,
"Si el recusado niega la causa de recusación, el superior resolverá en el plazo de ...",Un día,Dos días,Tres días,Cuatro días,C,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,Art 24.2 Tres dias,,CORREGIDA,,
Contra las resoluciones en materia de abstención y recusación...,Cabrá recurso de alzada,Cabrá el nuevo protesto,Cabrá recurso de reposición,No cabrá recurso alguno,D,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,,,,,
"Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público. Marque la respuesta correcta.","Tendrán la consideración de órganos administrativos las unidades administrativas a las que se les atribuyan funciones que tengan efectos jurídicos frente a terceros, o cuya actuación tenga carácter preceptivo.","Tendrán la consideración de órganos administrativos las unidades administrativas a las que se les atribuyan funciones que tengan efectos jurídicos frente a terceros, o cuya actuación tenga carácter facultativo.","Tendrán la consideración de órganos administrativos las unidades administrativas a las que se les atribuyan funciones que tengan efectos jurídicos frente a terceros, o cuya actuación tenga carácter potestativo.","Tendrán la consideración de órganos administrativos las unidades administrativas a las que se les atribuyan funciones que tengan efectos jurídicos frente a terceros, o cuya actuación tenga carácter oneroso.",A,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,,,,,
"Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público. La creación de cualquier órgano administrativo exigirá, al menos, el cumplimiento de los siguientes requisitos:",Determinación de su forma de integración en la Administración Pública de que se trate y su dependencia orgánica.,"Delimitación de su naturaleza, funciones y competencias.",Dotación de los créditos necesarios para su puesta en marcha y funcionamiento.,Todas son correctas.,D,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Modificada,ABM,,"Modificada la respuesta A, he cambiado dependencia organica -> dependencia jerarquica. Antes ponia ""Determinación de su forma de integración en la Administración Pública de que se trate y su dependencia orgánica""",,,,
"Ley 40/2015, de 1 de octubre, de Régimen Jurídico del Sector Público. Elija la respuesta correcta en relacion a la competencia de los organos de las administraciones publicas:","La competencia es irrenunciable y se ejercerá por los órganos administrativos que la tengan atribuida como propia, salvo los casos de delegación o avocación, cuando se efectúen en los términos previstos en ésta u otras leyes.","La competencia es imprescriptible y se ejercerá por los órganos administrativos que la tengan atribuida como propia, salvo los casos de delegación o avocación, cuando se efectúen en los términos previstos en ésta u otras leyes.","La competencia es inviolable y se ejercerá por los órganos administrativos que la tengan atribuida como propia, salvo los casos de delegación o avocación, cuando se efectúen en los términos previstos en ésta u otras leyes.",Todas son correctas.,A,BL,LGD,PREPARATIC24,2016,Ley 40/2015,,,,"4,7,8,9",,Revisada,ABM,,,,,,
