PREGUNTA,RESPUESTA_A,RESPUESTA_B,RESPUESTA_C,RESPUESTA_D,RESPUESTA_CORRECTA,BLOQUE,AUTOR,PROMOCION,ANNO_CREACION,OBSERVACIONES,NUMERO_TEST,NUMERO_PREGUNTA,ID,TEMAS,REVISADA,ESTADO,REVISOR,SENTENCIA,,EXAMEN,ESTADO_SEGUNDA_REVISION,
¿Cuál de los siguientes NO es un mecanismo de control de la congestión en redes?,Cubeta con ficha.,Paquetes de estrangulamiento.,Control de admisión.,Vector distancia.,D,B4,MFLG,XXII,2010,Examen TIC A2  2013,,,10062,102,2016,CORREGIDO,A.deGrado,UPDATE,,Examen TIC A2 2013,,
¿Cuál de los siguientes canales de acceso NO se emplea en RDSI?,B,D,H,I,D,B4,MFLG,XXII,2014,Examen TIC A2  2013,,,10063,114,2016,CORREGIDO,A.deGrado,UPDATE,,Examen TIC A2 2013,,
"En MPLS, la asignación de un paquete a un FEC (Forwarding Equivalence Class) tiene lugar:","Sólo una vez, cuando el paquete entra en la red MPLS.","Antes de entrar en la red MPLS, en el último router convencional conectado antes del primer nodo MPLS.","Al iniciar una conexión de red, negociando el host de origen con el primer nodo MPLS el FEC a usar.","Cuando el primer paquete abandona la red MPLS, y se ha podido descubrir la ruta por medios convencionales.",A,B4,MFLG,XXII,2014,Examen TIC A2  2013,53,0,10064,107,2016,CORREGIDO,A.deGrado,UPDATE,,Examen TIC A2 2013,,
SAFER (Secure And Fast Encryption Routine) es un algoritmo de cifrado:,Simétrico de bloques.,Simétrico de flujo.,Asimétrico de factorización entera.,Asimétrico de logaritmo discreto.,A,B2,MFLG,XXII,2014,Examen TIC A2  2013,,,10065,76,2016,CORREGIDO,A.deGrado,UPDATE,,Examen TIC A2 2013,,
Indicar de qué zonas se encarga RIPE-NCC como Registro Regional de Internet (RIR):,"América Central, América del Norte y del Sur.",Europa y Norte de África.,"Europa, América Central y América del Sur.","Europa, Oriente Medio y Asia Central.",D,B4,MFLG,XXII,2014,Examen TIC A2  2013,,,10066,103,2016,CORREGIDO,A.deGrado,UPDATE,,Examen TIC A2 2013,,
¿Cómo se llama la clasificación no jerárquica de la información mediante etiquetas/tags por parte de los usuarios de la misma?,Web 3.0.,Labelling.,Taxonomía.,Folcsonomía.,D,B4,MFLG,XXII,2014,Examen TIC A2  2013,,,10067,125,2016,CORREGIDO,A.deGrado,UPDATE,,Examen TIC A2 2013,,
Entre los tipos de modulación en las tecnologías xDSL se encuentra:,SDH (Synchronous Digital Hierarchy).,SGL (Splitterless G. Lite).,SHDSL (Single-pair High-speed Digital Subscriber Line).,CAP (Carrierless Amplitude Phase).,D,B4,MFLG,XXII,2014,Examen TIC A2  2013,0,0,10068,106,2016,CORREGIDO,A.deGrado,UPDATE,,Examen TIC A2 2013,,
"Analizando los problemas con la calidad de servicio en VoIP, ¿qué se entiende por jitter?",Una reflexión retardada de la señal acústica original.,El tiempo que tarda un paquete en llegar desde la fuente al destino.,"Variación en el tiempo de llegada de los paquetes, causada por congestión de red, perdida de sincronización o por las diferentes rutas seguidas.",Cantidad de información o de datos que se puede enviar a través de una conexión de red en un período de tiempo dado.,C,B4,MFLG,XXII,2014,Examen TIC A2  2013,,,10069,110,2016,CORREGIDO,A.deGrado,UPDATE,,Examen TIC A2 2013,,
Qué datos NO incorporará una descripción de sesión SDP (Session Description Protocol - RFC 4566) en una iniciación de sesión utilizada en SIP (Session Initiation Protocol):,Tipo de medio.,"Protocolo de transporte (RTP/UDP/IP, H 320, etc.).","Formato del medio (video H.261, video MPEG, etc.).",Tamaño de los datos.,D,B4,MFLG,XXII,2014,Examen TIC A2  2013,,,10070,110,2016,CORREGIDO,A.deGrado,UPDATE,,Examen TIC A2 2013,,
El protocolo de acceso de datos para redes de telefonía móvil calificado como 3.5G es:,GPRS,HSDPA,HSUPA,UMTS,B,B4,MFLG,XXII,2014,Examen TIC A2  2013,,,10071,117,2016,CORREGIDO,A.deGrado,UPDATE,,Examen TIC A2 2013,,
"El VLR en una arquitectura de red móvil, es una base de datos:","Donde están inscritos todos los clientes de un operador, que se utiliza para la gestión de abonados móviles.","Asociada a un MSC, donde se almacena información dinámica sobre los usuarios transeúntes en el área geográfica cubierta por la MSC.",Donde se guardan las identidades IMSI de los clientes junto con la clave secreta de identificación de cada usuario.,"Que contiene las identidades de los equipos móviles, el IMEI que permite identificar de forma inequívoca a un terminal a escala internacional.",B,B4,MFLG,XXII,2014,Examen TIC A2  2013,,,10072,117,2016,CORREGIDO,A.deGrado,UPDATE,,Examen TIC A2 2013,,
Sobre LTE (Long Term Evolution) es cierto que:,Se conoce comercialmente como Generación 3.0 G.,Utiliza multiplexación OFDM (Orthogonal frequency-division multiplexing) en el enlace descendente.,Abandona el uso de antenas MIMO de la generación anterior.,Es un estándar norteamericano incompatible en Europa.,B,B4,MFLG,XXII,2014,Examen TIC A2  2013,0,0,10073,106,2016,CORREGIDO,A.deGrado,UPDATE,,Examen TIC A2 2013,,
Señale cuales de las siguiente afirmaciones NO es una característica del protocolo EAP-TTLS:,En la creación del túnel TLS el servidor se autentica mediante certificado.,El cliente puede usar un método de autenticación distinto a EAP.,Está soportado de forma nativa en sistemas operativos Windows 7.,Los mensajes de autenticación del cliente son enviados cifrados al servidor.,C,B4,MFLG,XXII,2014,Examen TIC A2  2013,,,10074,119,2016,CORREGIDO,A.deGrado,UPDATE,,Examen TIC A2 2013,,
La tecnología WiMAX 2 es conocida formalmente como:,802.16m,802.16a,802.11x,802.11n,A,B4,MFLG,XXII,2014,Examen TIC A2  2013,,,10075,106,2016,CORREGIDO,A.deGrado,UPDATE,,Examen TIC A2 2013,,
Los términos scatternet y piconet están relacionados con la tecnología:,RDSI,Bluetooth,DECT,Wimax,B,B4,MFLG,XXII,2014,Examen TIC A2  2013,0,0,10076,107,2016,CORREGIDO,A.deGrado,UPDATE,,Examen TIC A2 2013,,
"¿Qué banda de frecuencia se utiliza para la prestación de los servicios de televisión terrestre con tecnología digital, según el Cuadro Nacional de Atribuciones de Frecuencia?",100 a 224 MHz,225 a 356 MHz,470 a 862 MHz,470 a 758 MHz,D,B4,MFLG,XXII,2014,Examen TIC A2  2013,,,10077,115,2016,CORREGIDO,A.deGrado,UPDATE,,Examen TIC A2 2013,,
¿Qué nombre recibe el estándar de Televisión Digital Terrestre utilizado en Europa?,ATSC,ISDB-T,DVB-T,EDTVB,C,B4,MFLG,XXII,2014,Examen TIC A2  2013,,,10078,115,2016,CORREGIDO,A.deGrado,UPDATE,,Examen TIC A2 2013,,
"En el contexto de comunicaciones inalámbricas, MIMO significa:",Multiple Input Multiple Output.,Massive Input Massive Output.,Multiplexed Input Multiplexed Output.,Mapped Input Mapped Output.,A,B4,MFLG,XXII,2014,Examen TIC A2  2013,,,10080,117,2016,CORREGIDO,A.deGrado,UPDATE,,Examen TIC A2 2013,,
¿Cuál de los siguientes modelos de ciclo de vida orientado a objetos tiene un enfoque ascendente?,Pinball,Remolino,Cluster,Fuente,C,B3,JGG,XXII,2014,,31,0,10081,82,2016,ELIMINAR,A.deGrado,DELETE,,,,
¿Cuál NO es un proceso principal de acuerdo a la ISO 12207,Adquisición,Desarrollo,Suministro,Gestión,D,B3,JGG,XXII,2014,"Procesos principales: Adquisición, Suministro, Desarrollo, Operación, Mantenimiento",31,0,10082,82,2016,CORREGIDO,A.deGrado,UPDATE,,,,
"De acuerdo al marco de desarrollo PUDS, ¿cuál de los siguientes NO es un flujo de trabajo del proceso?",Entorno de desarrollo,Modelado de negocio,Pruebas,Despliegue,A,B3,JGG,XXII,2014,,31,0,10083,82,2016,CORREGIDO,A.deGrado,UPDATE,,,,
"De acuerdo al marco de desarrollo PUDS, ¿cuál de los siguientes NO es un flujo de trabajo de soporte?",Gestión de la configuración,Gestión,Entorno de desarrollo,Pruebas,D,B3,JGG,XXII,2014,,31,0,10084,82,2016,CORREGIDO,A.deGrado,UPDATE,,,,
¿Qué tipo de prototipo es más adecuado si se conocen bien todos los requisitos de partida?,Rápido,Evolutivo,Incremental,Cualquiera de los anteriores,C,B3,JGG,XXII,2014,,31,0,10085,90,2016,CORREGIDO,A.deGrado,UPDATE,,,,
¿Qué tipo de prototipo es más adecuado para eliminar el problema de la indefinición de requisitos?,Rápido,Evolutivo,Incremental,"Rápido o evolutivo, nunca el incremental",A,B3,JGG,XXII,2014,,31,0,10086,90,2016,CORREGIDO,A.deGrado,UPDATE,,,,
¿Qué metodología ágil se basa en principios como “decidir lo más tarde posible” y “reaccionar tan rápido como sea posible?,Feature Driven Development,Lean Software Development,Adaptive Software Development,Kanban,B,B3,JGG,XXII,2014,"Principios LSD: (1) Eliminar desperdicios; (2)  Amplificar el aprendizaje; (3) Decidir lo más tarde posible; (4) Entrega lo más rápido posible; (5) Capacitar, potenciar, al equipo; (6) Construir con integridad; (7) Ver el todo",33,0,10087,84,2016,CORREGIDO,A.deGrado,UPDATE,,,,
En la metodología SCRUM existen distintos tipo de reuniones. ¿Qué orden cronológico suelen tener?,"Daily Scrum, Scrum de Scrum, Sprint Planning Meeting, Sprint Review Meeting y Spring Retrospective.","Sprint Planning Meeting, Daily Scrum, Scrum de Scrum, Sprint Review Meeting y Spring Retrospective.","Sprint Planning Meeting, Daily Scrum, Scrum de Scrum, Spring Retrospective y Sprint Review Meeting.","Sprint Planning Meeting, Daily Scrum, Sprint Review Meeting, Scrum de Scrum y Spring Retrospective.",B,B3,JGG,XXII,2014,,33,0,10088,84,2016,CORREGIDO,A.deGrado,UPDATE,,,,
¿Cuál NO es un producto de la metodología SCRUM?,Product backlog,Sprint,Burn down chart,Sprint backlog,B,B3,JGG,XXII,2014,,33,0,10089,84,2016,CORREGIDO,A.deGrado,UPDATE,,,,
"Según SCRUM, ¿se pueden modificar el sprintbacklog durante un sprint?","No, nunca",Solo el Product Owner,Solo el Scrum Master,Solo el Product Owner a petición de algún Stakeholder,A,B3,JGG,XXII,2014,,33,0,10090,84,2016,CORREGIDO,A.deGrado,UPDATE,,,,
¿Qué metodología ágil tiene 5 fases claramente diferenciadas?,SCRUM,Lean Software Development,Kanban,Feature Driven Development,D,B3,JGG,XXII,2014,"FDD define 5 procesos: Proceso 1 – Desarrollar el modelo global (Develop overall model), Proceso 2 – Construir una lista de características (Build feature list), Proceso 3 – Planificar (Plan by feature), Proceso 4 – Diseñar (Design by feature) y Proceso 5 – Construir (Build by feature).",33,0,10091,84,2016,CORREGIDO,A.deGrado,UPDATE,,,,
¿Cuál es el orden cronológico más acertado?,"BPM, SOA, EAI, ESB","EAI, BPM, SOA, ESB","EAI, SOA, BPM, ESB","BPM, EAI, SOA, ESB",B,B3,JGG,XXII,2014,,33,0,10092,86,2016,CORREGIDO,A.deGrado,UPDATE,,,,
"De acuerdo a las actividades de Métrica v.3, señale la INCORRECTA:",La actividad PSI 4 es de Idenficación de Requisitos,La actividad EVS 3 es de Definición de Requisitos,La actividad ASI 2 es de Especificación de Requisitos,La actividad DSI 11 es de Establecimineto de Requisitos de Implantación,C,B3,JGG,XXII,2014,,32,0,10093,91,2016,CORREGIDO,A.deGrado,UPDATE,,,,
¿Cuál NO se considera una técnica general del análisis de requisitos?,Abstracción,Proyección,Partición,Todas se consideran técnicas generales,D,B3,JGG,XXII,2014,,32,0,10094,84,2016,ELIMINAR,A.deGrado,DELETE,,,,
En relación con el producto ERS en METRICA v.3:,La ERS la obtienen los analistas en ASI 9.,La ERS la obtienen los analistas en ASI 2.,La ERS la obtienen los analistas y usuarios expertos en ASI 9.,La ERS la obtienen los analistas y usuarios expertos en ASI 2.,A,B3,JGG,XXII,2014,,32,0,10095,91,2016,CORREGIDO,A.deGrado,UPDATE,,,,
"En el análisis de requisitos, el dominio de la información debe analizarse desde 3 puntos de vista. ¿Cuál NO es uno de ellos?",Flujo de la información,Contenido de la información,Modelo de la información,Estructura de la información,C,B3,JGG,XXII,2014,,32,0,10096,84,2016,ELIMINAR,A.deGrado,DELETE,,,,
"De acuerdo a Métrica v.3, la práctica JAD distingue distinto perfiles. ¿Cuál NO es uno de ellos?",Moderador (líder Jad),Desarrolladores,Usuarios,Analistas,D,B3,JGG,XXII,2014,,32,0,10097,91,2016,CORREGIDO,A.deGrado,UPDATE,,,,
¿Cuál es la diferencia entre una maqueta y un prototipo según Métrica v3?,"Ninguna, son lo mismo según Métrica v3.","Un prototipo describe parte de la funcionalidad del sistema, una maqueta simula el aspecto visual.","Una maqueta describe parte de la funcionalidad del sistema, un prototipo simula el aspecto visual.",Una maqueta es un tipo de prototipo evolutivo.,A,B3,JGG,XXII,2014,,32,0,10098,91,2016,CORREGIDO,A.deGrado,UPDATE,,,,
Señala la afirmación correcta sobre el análisis estructurado,El modelo ambiental se compone del modelo esencial y el modelo de comportamiento.,El modelo esencial se compone del modelo ambiental y el modelo de comportamiento.,El modelo de compotamiento se compone del modelo ambiental y el modelo esencial.,El modelo ambiental se compone del modelo estructural y el modelo esencial.,B,B3,JGG,XXII,2014,,34,0,10099,86,2016,CORREGIDO,A.deGrado,UPDATE,,,,
"En la lista eventos del modelo ambiental, indique que tipo de evento NO existe:",Evento orientado a flujo,Evento temporal,Evento de control,Evento crítico,D,B4,JGG,XXII,2014,,34,0,10100,85 y 86,2016,ELIMINAR,A.deGrado,DELETE,,,,
"En el análisis estructurado, señale la afirmación correcta:",El Diccionario de Datos suele estar orientado a los desarrolladores.,El Diccionario de Datos suele estar orientado a los usuarios.,El Directorio de Datos suele estar orientado a los desarrolladores.,La b) y la c) son correctas.,D,B3,JGG,XXII,2014,,34,0,10101,86,2016,ELIMINAR,A.deGrado,DELETE,,,,
"En el diagrama SADT, ¿qué interconexión NO existe?",salida-mecanismo,salida-realimentación,control-realimentación,entrada-realimentación,B,B3,JGG,XXII,2014,"Existen cinco tipos de interconexiones entre actividades, que son las siguientes: (1)  Control; (2)  Entrada; (3)   Control – Realimentación; (4)  Entrada – Realimentación; (5)  Salida – Mecanismo.",34,0,10102,86,2016,CORREGIDO,A.deGrado,UPDATE,,,,
¿Qué tipo de flujos de datos no existen?,Flujos discretos y continuos,"Flujos de consulta, actualización y diálogo",Flujo de control,Existen todos los tipos de flujos anteriores,D,B3,JGG,XXII,2014,,34,0,10103,86,2016,CORREGIDO,A.deGrado,UPDATE,,,,
"En un DFD, de acuerdo a Métrica v.3:",Existe un diagrama 0 (nivel 0),Existe un diagrama 1 (nivel 0),Existe un diagrama 1 (nivel 1),Existe un diagrama 0 (nivel 1),D,B4,JGG,XXII,2014,,34,0,10104,85 y 86,2016,ELIMINAR,A.deGrado,DELETE,,,,
Indique cuál no es una técnica de análisis estructurado,SADR,SASS,SRD,SADT,A,B4,JGG,XXII,2014,,34,0,10105,85 y 86,2016,ELIMINAR,A.deGrado,DELETE,,,,
"En el método de acceso al medio CSMA-p, el emisor:",Envía datos en cuanto los tiene disponibles.,Escucha el medio y los envía cuando éste está libre,Escucha el medio y los envía cuando éste está libre con una probabilidad p,Escucha el medio y los envía cuando éste está libre con una probabilidad 1-p,C,B4,DDA,XXII,2014,,,,10106,112,2016,ELIMINAR,A.deGrado,DELETE,,,,
"En el método de acceso al medio CSMA-p, el emisor:",Envía datos en cuanto los tiene disponibles.,Escucha el medio y los envía cuando éste está libre,Escucha el medio y los envía cuando éste está libre con una probabilidad p,Escucha el medio y los envía cuando éste está libre con una probabilidad 1-p,C,B4,DDA,XXII,2014,,,,10107,112,2016,CORREGIDO,A.deGrado,UPDATE,,,,
Las siglas CSMA/CD significan:,Carrier Sense Multiple Access with Collision Detection,Carrier Sense Multiple Access with Common Data,Carrier Sense Multiple Access without Collision Data,Clear Sense Multiple Access with Collision Detection,A,B4,DDA,XXII,2014,,,,10108,112,2016,CORREGIDO,A.deGrado,UPDATE,,,,
El estándar Wimax está especificado en la norma:,IEEE 802.11,IEEE 802.16,IEEE 802.15,IEEE 802.19,B,B4,DDA,XXII,2014,,,,10111,106,2016,CORREGIDO,A.deGrado,UPDATE,,,,
El estándar para definición de VLAN es:,IEEE 802.1D,IEEE 802.1P,IEEE 802.1Q,IEEE 802.2,C,B4,DDA,XXII,2014,,,,10112,112,2016,CORREGIDO,A.deGrado,UPDATE,,,,
El tamaño de trama mínimo en Ethernet es:,48 bytes,24 bytes,128 bytes,64 bytes,D,B4,DDA,XXII,2014,,,,10113,112,2016,CORREGIDO,A.deGrado,UPDATE,,,,
MTU es:,El tamaño en bytes de la unidad de datos más grande que puede transmitirse por una red de comunicaciones,El máximo retardo medido en segundos permitido entre dos nodos,El tamaño en bits de la unidad de datos más grande que puede transmitirse por una red de comunicaciones,El máximo retardo medido en milisegundos permitido entre dos nodos,A,B4,DDA,XXII,2014,MTU-Maximum Transfer Unit,,,10114,102,2016,CORREGIDO,A.deGrado,UPDATE,,,,
Cuál de los siguientes contenedores SDH no es posible:,STM-1,STM-16,STM-128,STM-256,C,B4,DDA,XXII,2014,,,,10115,107,2016,CORREGIDO,A.deGrado,UPDATE,,,,
"Respecto al protocolo Spanning Tree Protocol , es falso que:",Es un protocolo de Nivel 2,Permite realizar encaminamiento entre nodos,Evita bucles en la red.,Converge más lentamente que RSTP,B,B4,DDA,XXII,2014,,,,10116,112,2016,CORREGIDO,A.deGrado,UPDATE,,,,
Cuál de los siguientes equipos trabaja a nivel 1 de red:,Router,Switch,Bridge,Hub,D,B4,DDA,XXII,2014,,,,10117,102,2016,CORREGIDO,A.deGrado,UPDATE,,,,
Seleccionar la correcta:,Tanto los router como los switches definen dominios de colisión y difusión,Los router definen dominios de colisión pero no de difusión,Los router definen dominios de difusión y de colisión,Los switches definen dominios de colisión y difusión.,C,B4,DDA,XXII,2014,,,,10118,112,2016,CORREGIDO,A.deGrado,UPDATE,,,,
"En la conmutación de tramas Cut-through, el switch comienza a retransmitir la trama:",En cuanto ha recibido los primeros 6 bytes,En cuanto ha recibido los primeros 64 bytes,Cuando ha recibido toda la trama,Cuando ha recibido toda la trama y ha calculado el CRC,A,B4,DDA,XXII,2014,En cuanto recibe la dirección del siguiente nodo lo reenvía.,,,10119,112,2016,CORREGIDO,A.deGrado,UPDATE,,,,
Los enlaces por los que se envían datos de más de una VLAN se denominan:,Múltiples,Trunk,VLAN- Link,Data-Link,B,B4,DDA,XXII,2014,,,,10120,102,2016,CORREGIDO,A.deGrado,UPDATE,,,,
En el encaminamiento por vector-distancia cada router:,Envía una tabla a sus routers vecinos con la distancia de él a todos los destinos.,Envía una tabla a todos los routers con la distancia de él a todos los destinos.,Envía una tabla a sus routers vecinos con la distancia de él a todos sus vecinos.,Envía una tabla a todos los routers con la distancia de él a todos sus vecinos.,A,B4,DDA,XXII,2014,,,,10121,112,2016,CORREGIDO,A.deGrado,UPDATE,,,,
En el encaminamiento por estado de los enlaces cada router:,Envía una tabla a sus routers vecinos con la distancia de él a todos los destinos.,Envía una tabla a todos los routers con la distancia de él a todos los destinos.,Envía una tabla a sus routers vecinos con la distancia de él a todos sus vecinos.,Envía una tabla a todos los routers con la distancia de él a todos sus vecinos.,D,B4,DDA,,2014,,,,10122,112,2016,CORREGIDO,A.deGrado,UPDATE,,,,
Cuál de los siguientes es un protocolo de encaminamiento externo:,RIP,OSPF,BGP,ISIS,C,B4,DDA,XXII,2014,,,,10123,112,2016,CORREGIDO,A.deGrado,UPDATE,,,,
Un acceso básico RDSI tiene:,30 canales B de 64 kbps y 1 canal D de 64 kbps,2 canales B de 64 kbps y 1 canal D de 16 kbps,30 canales B de 16 kbps y 1 canal D de 16 kbps,2 canales B de 16 kbps y 1 canal D de 16 kbps,A,B4,DDA,XXII,2014,,,,10124,114,2016,CORREGIDO,A.deGrado,UPDATE,,,,
La red TESTA tiene el rango de direcciones:,10.0.0.0,192.0.0.0,62.0.0.0,62.62.0.0,D,B4,DDA,XXII,2014,,,,10125,114,2016,CORREGIDO,A.deGrado,UPDATE,,,,
La red española para investigación y educación es:,GEANT,IRIS,TESTA,SARA,B,B4,DDA,XXII,2014,,,,10126,114,2016,CORREGIDO,A.deGrado,UPDATE,,,,
Cuál de las siguientes no es un área de gestión de red según el modelo de ISO:,Fault Mangement,Configuration Management,Accounting Management,Improvement Management,D,B4,DDA,XXII,2014,,,,10127,105,2016,CORREGIDO,A.deGrado,UPDATE,,,,
"En la gestión de redes, el agente de gestión se encuentra en:",El elemento gestionado,El nodo de gestión central,Nodos intermedios que actúan como relay,El agente de gestión no es un elemento de la gestión de red.,A,B4,DDA,XXII,2014,,,,10128,114,2016,CORREGIDO,A.deGrado,UPDATE,,,,
Las siglas CMOT significan:,Complex Management Over TCP,Common Management Over TCP/IP,Complex Management Over TCP/IP,Complex Management Of Telecomucation,B,B4,DDA,XXII,2014,,,,10129,114,2016,CORREGIDO,A.deGrado,UPDATE,,,,
SNMPv3 está definido en:,RFC 3500,RFC 3100,RFC 3120-3125,RFC 3410-3418,D,B4,DDA,XXII,2014,,,,10130,114,2016,ELIMINAR,A.deGrado,DELETE,,,,
La operación de SNMP GetBulk está disponible desde:,SNMPv1,SNMPv2,SNMPv3,SNMPv4,B,B4,DDA,XXII,2014,,,,10131,114,2016,ELIMINAR,A.deGrado,DELETE,,,,
La principal mejora de SNMPv3 es:,Mayor seguridad,Mayor rendimiento,Mayor eficacia,Mayor simplicidad,A,B4,DDA,XXII,2014,,,,10132,114,2016,CORREGIDO,A.deGrado,UPDATE,,,,
La operación TRAP de SNMP permite:,Solicitar información desde el gestor,Actualizar información desde el gestor al agente,Enviar información desde el agente al gestor sin que la solicite,Enviar información de un agente a otro,C,B4,DDA,XXII,2014,,,,10133,114,2016,CORREGIDO,A.deGrado,UPDATE,,,,
¿El reglamento de Infraestructuras Comunes de Telecomunicación (ICTs) se encuentra recogido en?:,El Real Decreto 920 / 2006,El Real Decreto 346 / 2011,El Real Decreto 401 / 2003,Ninguno de los anteriores,B,B4,IMP,XXII,2014,"Real Decreto 920/2006, de 28 de julio, por el que se aprueba el Reglamento general de prestación del servicio de difusión de radio y televisión por cable; Real Decreto 401/2003: ICTs. Está derogado;",,,10134,115,2016,CORREGIDO,A.deGrado,UPDATE,,,,
Conforme a DOCSIS y EuroDOCSIS los canales de cable tienen un ancho de:,8 MHz en Europa,6 MHz en Norte América,Las dos anteriores son ciertas,Ninguno de los anteriores,C,B4,IMP,XXII,2010,,,,10135,115,2016,CORREGIDO,A.deGrado,UPDATE,,,,
¿Qué novedad introduce el estándar DOCSIS 3.1?,No existe dicho estándar,Puede soportar hasta 10 Gbit/s de bajada,Permite el uso de tecnologías S-CDMA,"Permite el ajuste de diferentes niveles de calidad de servicio, según el servicio empleado",B,B4,IMP,XXII,2014,,,,10138,115,2016,CORREGIDO,A.deGrado,UPDATE,,,,
El TS (Transport Stream) en MPEG-2:,"Su carga útil está formada por paquetes de trenes elementales (Packetized elementary Streams, PES)",Su tamaño es de 188 bytes,Su cabecera es de 4 bytes,Todas las anteriores son ciertas,D,B4,IMP,XXII,2010,,,,10139,115,2016,CORREGIDO,A.deGrado,UPDATE,,,,
La TDT utiliza como técnica de modulación de nivel físico,CDMA,COFDM,64-QAM,Ninguna de las anteriores,B,B4,Ayuntamiento Madrid 2014,XXII,2010,Ayuntamiento Madrid 2014,,,10142,115,2016,CORREGIDO,A.deGrado,UPDATE,,,,
¿Qué es el dividendo digital?,Una parte del espectro radioeléctrico que usaba la TDT ha quedado liberada para otros servicios de comunicaciones,Una parte del espectro digital.,Una compresión del espectro debido a la utilización de señales digitales.,Una reasignación de frecuencias dentro de la banda que utiliza la TDT.,A,B4,,,2014,Examen TIC A1 2011,,,10145,115,2016,CORREGIDO,A.deGrado,UPDATE,,Examen TIC A1 2011,,
"En relación a las Comunicaciones comerciales por vía electrónica reguladas por la Ley 34/2002, de 11 de julio, de servicios de la sociedad de la información y de comercio electrónico, Cuál de las siguientes afirmaciones es INCORRECTA:",Las comunicaciones comerciales realizadas por vía electrónica deberán ser claramente identificables como tales y la persona física o jurídica en nombre de la cual se realizan también deberá ser claramente identificable.,En el caso en el que tengan lugar a través de correo electrónico u otro medio de comunicación electrónica equivalente incluirán al comienzo del mensaje la palabra ''publicidad'' o la abreviatura ''publi'',Queda prohibido el envío de comunicaciones publicitarias o promocionales por correo electrónico u otro medio de comunicación electrónica equivalente que previamente no hubieran sido solicitadas o expresamente autorizadas por los destinatarios de las mismas.,"Lo dispuesto en el apartado anterior no será de aplicación cuando exista una relación contractual previa, siempre que el prestador hubiera obtenido de forma lícita los datos de contacto del destinatario y los empleara para el envío de comunicaciones comerciales referentes a productos o servicios de su propia empresa que sean similares a los que inicialmente fueron objeto de contratación con el cliente.",B,BL,IMP,XXII,2014,"El Artículo 20. Información exigida sobre las comunicaciones comerciales, ofertas promocionales y concursos fue modificado en 2014 eliminando la frase ""En el caso en el que tengan lugar a través de correo electrónico u otro medio de comunicación electrónica equivalente incluirán al comienzo del mensaje la palabra ""publicidad"" o la abreviatura ""publi"".""",,,10148,19,2016,CORREGIDO,A.deGrado,UPDATE,,,,
"La Ley 34/2002, de servicios de la sociedad de la información y de comercio electrónico, en relación a la imposición de Sanciones indica",El órgano sancionador establecerá la cuantía de la sanción aplicando la escala relativa a la clase de infracciones que preceda inmediatamente en gravedad a aquella en que se integra la considerada cuando el infractor haya reconocido espontáneamente su culpabilidad.,La cuantía de las multas que se impongan se graduará atendiendo a la adhesión a un código de conducta o a un sistema de autorregulación publicitaria aplicable respecto a la infracción cometida.,La cuantía de las multas que se impongan se graduará atendiendo al plazo de tiempo durante el que se haya venido cometiendo la infracción,Todas son verdaderas,D,BL,IMP,XXII,2014,,,,10149,19,2016,CORREGIDO,A.deGrado,UPDATE,,,,
"En cumplimiento de la Ley 25/2007, de conservación de datos relativos a las comunicaciones electrónicas y a las redes públicas de comunicaciones:",Los operadores deben conservar el contenido de las comunicaciones,El deber de conservación se extiende a los datos relativos a las llamadas infructuosas,La obligación de conservación de datos impuesta cesa a los cuatro meses computados desde la fecha en que se haya producido la comunicación,"El plazo de ejecución de la orden de cesión será el fijado por la resolución judicial. Si no se establece otro plazo distinto, la cesión deberá efectuarse dentro de las setenta y dos horas contadas a partir de las 8:00 horas del día laborable siguiente a aquél en que el sujeto obligado reciba la orden.",B,BL,IMP,XXII,2014,"A: art 1: 3. Se excluye del ámbito de aplicación de esta Ley el contenido de las comunicaciones electrónicas, incluida la información consultada utilizando una red de comunicaciones electrónicas.; B: Se entenderá por llamada infructuosa aquella comunicación en el transcurso de la cual se ha realizado con éxito una llamada telefónica pero sin contestación, o en la que ha habido una intervención por parte del operador u operadores involucrados en la llamada. C: 12 meses (artículo 5). D: En 2014 se modificó el art 7: ""Si no se establece otro plazo distinto, la cesión deberá efectuarse dentro del plazo de 7 días naturales contados a partir de las 8:00 horas del día natural siguiente a aquél en que el sujeto obligado reciba la orden.""",,,10150,19,2016,CORREGIDO,A.deGrado,UPDATE,,,,
"Según la ley 25/2007, ¿cuál de las siguientes es una infracción muy grave?",La no conservación reiterada o sistemática de los datos a los que se refiere el artículo 3.,La no conservación en ningún momento de los datos a los que se refiere el artículo 3.,La conservación de los datos por un período inferior al establecido en el artículo 5.,El incumplimiento deliberado de las obligaciones de protección y seguridad de los datos establecidas en el artículo 8,B,BL,IMP,XXII,2014,A: grave; B: muy grave; C: grave; D: grave,,,10151,19,2016,CORREGIDO,A.deGrado,UPDATE,,,,
"El registro electrónico que permite hacer constar y gestionar las representaciones que los interesados otorguen a terceros, con el fin de que éstos puedan actuar en su nombre de forma electrónica ante la Administración General del Estado y/o sus organismos públicos vinculados o dependientes:",se crea en el RD 1671/2009 (art. 15),se denomina REA (Registro Electrónico de Apoderamiento),está regulado por la Orden HAP/1637/2012,Todas las anteriores son ciertas,D,BL,IMP,XXII,2014,,,,10152,7,2016,CORREGIDO,A.deGrado,UPDATE,,,,
